name,type,sponsoring_org,dates,iana_url
.systems,generic,"Dash Cypress, LLC","Record last updated 2015-06-29.Registration date 2013-12-12.",https://www.iana.org/domains/root/db/systems.html
.sz,country-code,"University of Swaziland
Department of Computer Science","Record last updated 2013-10-05.Registration date 1993-07-19.",https://www.iana.org/domains/root/db/sz.html
.tab,generic,Tabcorp Holdings Limited,"Record last updated 2015-11-24.Registration date 2015-09-04.",https://www.iana.org/domains/root/db/tab.html
.taipei,generic,Taipei City Government,"Record last updated 2016-01-06.Registration date 2014-09-25.",https://www.iana.org/domains/root/db/taipei.html
.talk,generic,"Amazon Registry Services, Inc.","Record last updated 2016-03-25.Registration date 2016-03-18.",https://www.iana.org/domains/root/db/talk.html
.taobao,generic,Alibaba Group Holding Limited,"Record last updated 2016-01-21.Registration date 2016-01-08.",https://www.iana.org/domains/root/db/taobao.html
.target,generic,"Target Domain Holdings, LLC","Record last updated 2016-08-04.Registration date 2016-07-21.",https://www.iana.org/domains/root/db/target.html
.tatamotors,generic,Tata Motors Ltd,"Record last updated 2016-02-19.Registration date 2015-07-16.",https://www.iana.org/domains/root/db/tatamotors.html
.tatar,generic,"Limited Liability Company ""Coordination Center of Regional Domain of Tatarstan Republic""","Record last updated 2015-11-26.Registration date 2014-07-03.",https://www.iana.org/domains/root/db/tatar.html
.tattoo,generic,"Uniregistry, Corp.","Record last updated 2015-09-09.Registration date 2013-11-08.",https://www.iana.org/domains/root/db/tattoo.html
.tax,generic,"Storm Orchard, LLC","Record last updated 2015-06-29.Registration date 2014-04-17.",https://www.iana.org/domains/root/db/tax.html
.taxi,generic,"Pine Falls, LLC","Record last updated 2015-06-29.Registration date 2015-04-30.",https://www.iana.org/domains/root/db/taxi.html
.tc,country-code,Melrex TC,"Record last updated 2014-11-19.Registration date 1997-01-27.",https://www.iana.org/domains/root/db/tc.html
.tci,generic,Asia Green IT System Bilgisayar San. ve Tic. Ltd. Sti.,"Record last updated 2015-12-05.Registration date 2015-11-25.",https://www.iana.org/domains/root/db/tci.html
.td,country-code,Société des télécommunications du Tchad (SOTEL TCHAD),"Record last updated 2012-09-27.Registration date 1997-11-03.",https://www.iana.org/domains/root/db/td.html
.tdk,generic,TDK Corporation,"Record last updated 2016-06-14.Registration date 2016-03-10.",https://www.iana.org/domains/root/db/tdk.html
.team,generic,"Atomic Lake, LLC","Record last updated 2015-06-29.Registration date 2015-04-09.",https://www.iana.org/domains/root/db/team.html
.tech,generic,Dot Tech LLC,"Record last updated 2015-06-04.Registration date 2015-03-12.",https://www.iana.org/domains/root/db/tech.html
.technology,generic,"Auburn Falls, LLC","Record last updated 2015-06-29.Registration date 2013-11-08.",https://www.iana.org/domains/root/db/technology.html
.tel,sponsored,Telnic Ltd.,"Record last updated 2010-03-24.Registration date 2007-03-01.",https://www.iana.org/domains/root/db/tel.html
.telecity,generic,TelecityGroup International Limited,"Record last updated 2016-02-25.Registration date 2016-02-11.",https://www.iana.org/domains/root/db/telecity.html
.telefonica,generic,Telefónica S.A.,"Record last updated 2015-06-26.Registration date 2015-06-18.",https://www.iana.org/domains/root/db/telefonica.html
.temasek,generic,Temasek Holdings (Private) Limited,"Record last updated 2015-04-03.Registration date 2014-12-18.",https://www.iana.org/domains/root/db/temasek.html
.tennis,generic,"Cotton Bloom, LLC","Record last updated 2015-06-29.Registration date 2015-01-29.",https://www.iana.org/domains/root/db/tennis.html
.teva,generic,Teva Pharmaceutical Industries Limited,"Record last updated 2016-04-28.Registration date 2016-02-19.",https://www.iana.org/domains/root/db/teva.html
.tf,country-code,Association Française pour le Nommage Internet en Coopération (A.F.N.I.C.),"Record last updated 2016-01-25.Registration date 1997-08-26.",https://www.iana.org/domains/root/db/tf.html
.tg,country-code,Autorite de Reglementation des secteurs de Postes et de Telecommunications (ART&P),"Record last updated 2016-06-01.Registration date 1996-09-05.",https://www.iana.org/domains/root/db/tg.html
.th,country-code,Thai Network Information Center Foundation,"Record last updated 2016-07-07.Registration date 1988-09-07.",https://www.iana.org/domains/root/db/th.html
.thd,generic,"Homer TLC, Inc.","Record last updated 2015-05-22.Registration date 2015-05-14.",https://www.iana.org/domains/root/db/thd.html
.theater,generic,"Blue Tigers, LLC","Record last updated 2015-06-29.Registration date 2015-04-30.",https://www.iana.org/domains/root/db/theater.html
.theatre,generic,XYZ.COM LLC,"Record last updated 2015-10-20.Registration date 2015-08-13.",https://www.iana.org/domains/root/db/theatre.html
.tiaa,generic,Teachers Insurance and Annuity Association of America,"Record last updated 2016-07-21.Registration date 2016-03-24.",https://www.iana.org/domains/root/db/tiaa.html
.tickets,generic,Accent Media Limited,"Record last updated 2016-01-06.Registration date 2015-03-19.",https://www.iana.org/domains/root/db/tickets.html
.tienda,generic,"Victor Manor, LLC","Record last updated 2015-06-29.Registration date 2014-01-16.",https://www.iana.org/domains/root/db/tienda.html
.tiffany,generic,Tiffany and Company,"Record last updated 2016-02-22.Registration date 2015-12-17.",https://www.iana.org/domains/root/db/tiffany.html
.tips,generic,"Corn Willow, LLC","Record last updated 2015-06-29.Registration date 2013-11-13.",https://www.iana.org/domains/root/db/tips.html
.tires,generic,"Dog Edge, LLC","Record last updated 2015-06-29.Registration date 2014-12-11.",https://www.iana.org/domains/root/db/tires.html
.tirol,generic,punkt Tirol GmbH,"Record last updated 2016-01-21.Registration date 2014-05-29.",https://www.iana.org/domains/root/db/tirol.html
.tj,country-code,Information Technology Center,"Record last updated 2013-11-13.Registration date 1997-12-11.",https://www.iana.org/domains/root/db/tj.html
.tjmaxx,generic,"The TJX Companies, Inc.","Record last updated 2016-07-16.Registration date 2016-04-07.",https://www.iana.org/domains/root/db/tjmaxx.html
.tjx,generic,"The TJX Companies, Inc.","Record last updated 2016-07-16.Registration date 2016-04-07.",https://www.iana.org/domains/root/db/tjx.html
.tk,country-code,Telecommunication Tokelau Corporation (Teletok),"Record last updated 2016-02-18.Registration date 1997-11-07.",https://www.iana.org/domains/root/db/tk.html
.tkmaxx,generic,"The TJX Companies, Inc.","Record last updated 2016-07-16.Registration date 2016-04-07.",https://www.iana.org/domains/root/db/tkmaxx.html
.tl,country-code,Ministry of Transport and  Communications; National Division of  Information and Technology,"Record last updated 2015-02-05.Registration date 2005-03-23.",https://www.iana.org/domains/root/db/tl.html
.tm,country-code,TM Domain Registry Ltd,"Record last updated 2016-02-22.Registration date 1997-05-30.",https://www.iana.org/domains/root/db/tm.html
.tmall,generic,Alibaba Group Holding Limited,"Record last updated 2016-01-21.Registration date 2016-01-08.",https://www.iana.org/domains/root/db/tmall.html
.tn,country-code,Agence Tunisienne d'Internet,"Record last updated 2015-03-26.Registration date 1991-05-17.",https://www.iana.org/domains/root/db/tn.html
.to,country-code,"Government of the Kingdom of Tonga
H.R.H. Crown Prince Tupouto'a
c/o Consulate of Tonga","Record last updated 2014-06-05.Registration date 1995-12-18.",https://www.iana.org/domains/root/db/to.html
.today,generic,"Pearl Woods, LLC","Record last updated 2015-06-29.Registration date 2013-11-13.",https://www.iana.org/domains/root/db/today.html
.tokyo,generic,"GMO Registry, Inc.","Record last updated 2016-01-20.Registration date 2014-01-16.",https://www.iana.org/domains/root/db/tokyo.html
.tools,generic,"Pioneer North, LLC","Record last updated 2015-06-29.Registration date 2014-01-16.",https://www.iana.org/domains/root/db/tools.html
.top,generic,"Jiangsu Bangning Science & Technology Co.,Ltd.","Record last updated 2015-04-14.Registration date 2014-07-24.",https://www.iana.org/domains/root/db/top.html
.toray,generic,"Toray Industries, Inc.","Record last updated 2016-05-06.Registration date 2015-04-16.",https://www.iana.org/domains/root/db/toray.html
.toshiba,generic,TOSHIBA Corporation,"Record last updated 2016-07-28.Registration date 2014-10-09.",https://www.iana.org/domains/root/db/toshiba.html
.total,generic,Total SA,"Record last updated 2016-03-09.Registration date 2016-02-05.",https://www.iana.org/domains/root/db/total.html
.tours,generic,"Sugar Station, LLC","Record last updated 2015-06-29.Registration date 2015-03-12.",https://www.iana.org/domains/root/db/tours.html
.town,generic,"Koko Moon, LLC","Record last updated 2015-06-29.Registration date 2014-04-03.",https://www.iana.org/domains/root/db/town.html
.toyota,generic,TOYOTA MOTOR CORPORATION,"Record last updated 2016-03-11.Registration date 2015-07-16.",https://www.iana.org/domains/root/db/toyota.html
.toys,generic,"Pioneer Orchard, LLC","Record last updated 2015-06-29.Registration date 2014-04-03.",https://www.iana.org/domains/root/db/toys.html
.tp,country-code,Retired,"Record last updated 2015-03-04.Registration date 1997-05-09.",https://www.iana.org/domains/root/db/tp.html
.tr,country-code,"Middle East Technical University
Department of Computer Engineering","Record last updated 2016-08-02.Registration date 1990-09-17.",https://www.iana.org/domains/root/db/tr.html
.trade,generic,Elite Registry Limited,"Record last updated 2015-07-02.Registration date 2014-03-06.",https://www.iana.org/domains/root/db/trade.html
.trading,generic,DOTTRADING REGISTRY LTD,"Record last updated 2016-02-24.Registration date 2015-03-06.",https://www.iana.org/domains/root/db/trading.html
.training,generic,"Wild Willow, LLC","Record last updated 2015-06-29.Registration date 2013-12-19.",https://www.iana.org/domains/root/db/training.html
.travel,sponsored,"Tralliance Registry Management Company, LLC.","Record last updated 2016-07-28.Registration date 2005-07-27.",https://www.iana.org/domains/root/db/travel.html
.travelchannel,generic,"Lifestyle Domain Holdings, Inc.","Record last updated 2016-06-23.Registration date 2016-05-05.",https://www.iana.org/domains/root/db/travelchannel.html
.travelers,generic,"Travelers TLD, LLC","Record last updated 2015-12-05.Registration date 2015-11-25.",https://www.iana.org/domains/root/db/travelers.html
.travelersinsurance,generic,"Travelers TLD, LLC","Record last updated 2015-12-15.Registration date 2015-11-25.",https://www.iana.org/domains/root/db/travelersinsurance.html
.trust,generic,Artemis Internet Inc,"Record last updated 2014-12-08.Registration date 2014-11-26.",https://www.iana.org/domains/root/db/trust.html
.trv,generic,"Travelers TLD, LLC","Record last updated 2015-12-11.Registration date 2015-11-25.",https://www.iana.org/domains/root/db/trv.html
.tt,country-code,"University of the West Indies
Faculty of Engineering","Record last updated 2012-08-15.Registration date 1991-09-03.",https://www.iana.org/domains/root/db/tt.html
.tube,generic,Latin American Telecom LLC,"Record last updated 2016-01-11.Registration date 2015-12-23.",https://www.iana.org/domains/root/db/tube.html
.tui,generic,TUI AG,"Record last updated 2016-01-29.Registration date 2014-09-18.",https://www.iana.org/domains/root/db/tui.html
.tunes,generic,"Amazon Registry Services, Inc.","Record last updated 2016-02-25.Registration date 2016-01-29.",https://www.iana.org/domains/root/db/tunes.html
.tushu,generic,"Amazon Registry Services, Inc.","Record last updated 2015-12-14.Registration date 2015-11-12.",https://www.iana.org/domains/root/db/tushu.html
.tv,country-code,Ministry of Finance and Tourism,"Record last updated 2016-03-14.Registration date 1996-03-18.",https://www.iana.org/domains/root/db/tv.html
.tvs,generic,T V SUNDRAM IYENGAR  & SONS PRIVATE LIMITED,"Record last updated 2016-02-13.Registration date 2016-02-05.",https://www.iana.org/domains/root/db/tvs.html
.tw,country-code,Taiwan Network Information Center (TWNIC),"Record last updated 2015-05-01.Registration date 1989-07-31.",https://www.iana.org/domains/root/db/tw.html
.tz,country-code,Tanzania Network Information Centre (tzNIC),"Record last updated 2015-03-19.Registration date 1995-07-14.",https://www.iana.org/domains/root/db/tz.html
.ua,country-code,Hostmaster Ltd.,"Record last updated 2016-05-23.Registration date 1992-12-01.",https://www.iana.org/domains/root/db/ua.html
.ubank,generic,National Australia Bank Limited,"Record last updated 2016-08-18.Registration date 2016-08-04.",https://www.iana.org/domains/root/db/ubank.html
.ubs,generic,UBS AG,"Record last updated 2016-02-19.Registration date 2015-06-11.",https://www.iana.org/domains/root/db/ubs.html
.uconnect,generic,FCA US LLC.,"Record last updated 2016-07-28.Registration date 2016-07-07.",https://www.iana.org/domains/root/db/uconnect.html
.ug,country-code,Uganda Online Ltd.,"Record last updated 2012-10-26.Registration date 1995-03-08.",https://www.iana.org/domains/root/db/ug.html
.uk,country-code,Nominet UK,"Record last updated 2015-09-01.Registration date 1985-07-24.",https://www.iana.org/domains/root/db/uk.html
.um,country-code,Not assigned,"Record last updated 2008-04-21.Registration date 2008-04-21.",https://www.iana.org/domains/root/db/um.html
.unicom,generic,China United Network Communications Corporation Limited,"Record last updated 2016-02-04.Registration date 2016-01-22.",https://www.iana.org/domains/root/db/unicom.html
.university,generic,"Little Station, LLC","Record last updated 2015-06-29.Registration date 2014-04-03.",https://www.iana.org/domains/root/db/university.html
.uno,generic,Dot Latin LLC,"Record last updated 2015-08-21.Registration date 2013-11-13.",https://www.iana.org/domains/root/db/uno.html
.uol,generic,UBN INTERNET LTDA.,"Record last updated 2014-08-16.Registration date 2014-08-07.",https://www.iana.org/domains/root/db/uol.html
.ups,generic,"UPS Market Driver, Inc.","Record last updated 2016-05-31.Registration date 2016-04-14.",https://www.iana.org/domains/root/db/ups.html
.us,country-code,"NeuStar, Inc.","Record last updated 2016-08-18.Registration date 1985-02-15.",https://www.iana.org/domains/root/db/us.html
.uy,country-code,SeCIU - Universidad de la Republica,"Record last updated 2015-08-24.Registration date 1990-09-10.",https://www.iana.org/domains/root/db/uy.html
.uz,country-code,"Computerization and Information Technologies Developing Center
UZINFOCOM","Record last updated 2015-10-16.Registration date 1995-04-29.",https://www.iana.org/domains/root/db/uz.html
.va,country-code,Holy See Secretariat of State Department of Telecommunications,"Record last updated 2012-11-05.Registration date 1995-09-11.",https://www.iana.org/domains/root/db/va.html
.vacations,generic,"Atomic Tigers, LLC","Record last updated 2015-06-29.Registration date 2014-02-13.",https://www.iana.org/domains/root/db/vacations.html
.vana,generic,"Lifestyle Domain Holdings, Inc.","Record last updated 2016-02-21.Registration date 2015-09-24.",https://www.iana.org/domains/root/db/vana.html
.vc,country-code,"Ministry of Telecommunications, Science, Technology and Industry","Record last updated 2008-12-30.Registration date 1991-09-03.",https://www.iana.org/domains/root/db/vc.html
.ve,country-code,Comisión Nacional de Telecomunicaciones (CONATEL),"Record last updated 2015-07-15.Registration date 1991-03-07.",https://www.iana.org/domains/root/db/ve.html
.vegas,generic,"Dot Vegas, Inc.","Record last updated 2014-03-31.Registration date 2014-03-20.",https://www.iana.org/domains/root/db/vegas.html
.ventures,generic,"Binky Lake, LLC","Record last updated 2015-06-29.Registration date 2013-10-31.",https://www.iana.org/domains/root/db/ventures.html
.verisign,generic,"VeriSign, Inc.","Record last updated 2016-03-02.Registration date 2015-11-06.",https://www.iana.org/domains/root/db/verisign.html
.versicherung,generic,dotversicherung-registry GmbH,"Record last updated 2016-01-21.Registration date 2014-05-15.",https://www.iana.org/domains/root/db/versicherung.html
.vet,generic,"United TLD Holdco, Ltd","Record last updated 2015-06-11.Registration date 2014-05-22.",https://www.iana.org/domains/root/db/vet.html
.vg,country-code,Telecommunications Regulatory Commission of the Virgin Islands,"Record last updated 2016-06-06.Registration date 1997-02-20.",https://www.iana.org/domains/root/db/vg.html
.vi,country-code,"Virgin Islands Public Telcommunications System
c/o COBEX Internet Services","Record last updated 2015-11-03.Registration date 1995-08-31.",https://www.iana.org/domains/root/db/vi.html
.viajes,generic,"Black Madison, LLC","Record last updated 2015-06-29.Registration date 2013-12-12.",https://www.iana.org/domains/root/db/viajes.html
.video,generic,"United TLD Holdco, Ltd","Record last updated 2015-06-11.Registration date 2014-12-17.",https://www.iana.org/domains/root/db/video.html
.vig,generic,VIENNA INSURANCE GROUP AG Wiener Versicherung Gruppe,"Record last updated 2016-04-06.Registration date 2015-11-25.",https://www.iana.org/domains/root/db/vig.html
.viking,generic,Viking River Cruises (Bermuda) Ltd.,"Record last updated 2016-02-22.Registration date 2015-10-15.",https://www.iana.org/domains/root/db/viking.html
.villas,generic,"New Sky, LLC","Record last updated 2015-06-29.Registration date 2014-02-06.",https://www.iana.org/domains/root/db/villas.html
.vin,generic,"Holly Shadow, LLC","Record last updated 2015-09-23.Registration date 2015-07-23.",https://www.iana.org/domains/root/db/vin.html
.vip,generic,Minds + Machines Group Limited,"Record last updated 2016-08-08.Registration date 2015-07-30.",https://www.iana.org/domains/root/db/vip.html
.virgin,generic,Virgin Enterprises Limited,"Record last updated 2015-10-07.Registration date 2015-09-10.",https://www.iana.org/domains/root/db/virgin.html
.visa,generic,Visa Worldwide Pte. Limited,"Record last updated 2016-07-28.Registration date 2016-06-30.",https://www.iana.org/domains/root/db/visa.html
.vision,generic,"Koko Station, LLC","Record last updated 2015-06-29.Registration date 2014-02-06.",https://www.iana.org/domains/root/db/vision.html
.vista,generic,Vistaprint Limited,"Record last updated 2015-06-22.Registration date 2015-06-04.",https://www.iana.org/domains/root/db/vista.html
.vistaprint,generic,Vistaprint Limited,"Record last updated 2015-06-22.Registration date 2015-06-04.",https://www.iana.org/domains/root/db/vistaprint.html
.viva,generic,Saudi Telecom Company,"Record last updated 2015-10-21.Registration date 2015-08-20.",https://www.iana.org/domains/root/db/viva.html
.vivo,generic,Telefonica Brasil S.A.,"Record last updated 2016-07-16.Registration date 2016-05-26.",https://www.iana.org/domains/root/db/vivo.html
.vlaanderen,generic,DNS.be vzw,"Record last updated 2015-12-21.Registration date 2014-06-05.",https://www.iana.org/domains/root/db/vlaanderen.html
.vn,country-code,Ministry of Information and Communications of Socialist Republic of Viet Nam,"Record last updated 2016-08-02.Registration date 1994-04-14.",https://www.iana.org/domains/root/db/vn.html
.vodka,generic,Top Level Domain Holdings Limited,"Record last updated 2016-04-16.Registration date 2014-02-28.",https://www.iana.org/domains/root/db/vodka.html
.volkswagen,generic,Volkswagen Group of America Inc.,"Record last updated 2016-01-12.Registration date 2015-12-23.",https://www.iana.org/domains/root/db/volkswagen.html
.vote,generic,Monolith Registry LLC,"Record last updated 2014-03-03.Registration date 2014-02-13.",https://www.iana.org/domains/root/db/vote.html
.voting,generic,Valuetainment Corp.,"Record last updated 2016-01-21.Registration date 2014-01-16.",https://www.iana.org/domains/root/db/voting.html
.voto,generic,Monolith Registry LLC,"Record last updated 2014-03-03.Registration date 2014-02-13.",https://www.iana.org/domains/root/db/voto.html
.voyage,generic,"Ruby House, LLC","Record last updated 2015-06-29.Registration date 2013-10-31.",https://www.iana.org/domains/root/db/voyage.html
.vu,country-code,Telecom Vanuatu Limited,"Record last updated 2016-03-25.Registration date 1995-04-10.",https://www.iana.org/domains/root/db/vu.html
.vuelos,generic,Travel Reservations SRL,"Record last updated 2016-06-05.Registration date 2016-02-19.",https://www.iana.org/domains/root/db/vuelos.html
.wales,generic,Nominet UK,"Record last updated 2015-08-18.Registration date 2014-07-31.",https://www.iana.org/domains/root/db/wales.html
.walmart,generic,"Wal-Mart Stores, Inc.","Record last updated 2016-08-18.Registration date 2016-07-21.",https://www.iana.org/domains/root/db/walmart.html
.walter,generic,Sandvik AB,"Record last updated 2016-02-10.Registration date 2015-05-14.",https://www.iana.org/domains/root/db/walter.html
.wang,generic,Zodiac Registry Limited,"Record last updated 2014-06-19.Registration date 2013-12-12.",https://www.iana.org/domains/root/db/wang.html
.wanggou,generic,"Amazon Registry Services, Inc.","Record last updated 2015-12-15.Registration date 2015-11-12.",https://www.iana.org/domains/root/db/wanggou.html
.warman,generic,Weir Group IP Limited,"Record last updated 2016-05-03.Registration date 2016-04-14.",https://www.iana.org/domains/root/db/warman.html
.watch,generic,"Sand Shadow, LLC","Record last updated 2015-06-29.Registration date 2014-01-16.",https://www.iana.org/domains/root/db/watch.html
.watches,generic,Richemont DNS Inc.,"Record last updated 2015-12-17.Registration date 2015-11-12.",https://www.iana.org/domains/root/db/watches.html
.weather,generic,"The Weather Channel, LLC","Record last updated 2016-01-12.Registration date 2015-12-23.",https://www.iana.org/domains/root/db/weather.html
.weatherchannel,generic,"The Weather Channel, LLC","Record last updated 2016-01-28.Registration date 2016-01-22.",https://www.iana.org/domains/root/db/weatherchannel.html
.webcam,generic,dot Webcam Limited,"Record last updated 2015-07-02.Registration date 2014-03-06.",https://www.iana.org/domains/root/db/webcam.html
.weber,generic,Saint-Gobain Weber SA,"Record last updated 2016-02-22.Registration date 2015-12-10.",https://www.iana.org/domains/root/db/weber.html
.website,generic,DotWebsite Inc.,"Record last updated 2015-07-20.Registration date 2014-05-22.",https://www.iana.org/domains/root/db/website.html
.wed,generic,"Atgron, Inc.","Record last updated 2015-01-30.Registration date 2013-12-12.",https://www.iana.org/domains/root/db/wed.html
.wedding,generic,Top Level Domain Holdings Limited,"Record last updated 2016-04-16.Registration date 2014-07-10.",https://www.iana.org/domains/root/db/wedding.html
.weibo,generic,Sina Corporation,"Record last updated 2016-04-06.Registration date 2016-02-29.",https://www.iana.org/domains/root/db/weibo.html
.weir,generic,Weir Group IP Limited,"Record last updated 2016-02-19.Registration date 2015-04-02.",https://www.iana.org/domains/root/db/weir.html
.wf,country-code,Association Française pour le Nommage Internet en Coopération (A.F.N.I.C.),"Record last updated 2016-01-25.Registration date 1997-11-14.",https://www.iana.org/domains/root/db/wf.html
.whoswho,generic,Who's Who Registry,"Record last updated 2016-07-28.Registration date 2014-06-12.",https://www.iana.org/domains/root/db/whoswho.html
.wien,generic,punkt.wien GmbH,"Record last updated 2016-01-21.Registration date 2013-12-19.",https://www.iana.org/domains/root/db/wien.html
.wiki,generic,"Top Level Design, LLC","Record last updated 2015-10-16.Registration date 2014-02-06.",https://www.iana.org/domains/root/db/wiki.html
.williamhill,generic,William Hill Organization Limited,"Record last updated 2014-07-28.Registration date 2014-07-03.",https://www.iana.org/domains/root/db/williamhill.html
.win,generic,First Registry Limited,"Record last updated 2015-07-02.Registration date 2015-02-05.",https://www.iana.org/domains/root/db/win.html
.windows,generic,Microsoft Corporation,"Record last updated 2016-02-27.Registration date 2015-04-30.",https://www.iana.org/domains/root/db/windows.html
.wine,generic,"June Station, LLC","Record last updated 2015-09-23.Registration date 2015-07-23.",https://www.iana.org/domains/root/db/wine.html
.winners,generic,"The TJX Companies, Inc.","Record last updated 2016-07-16.Registration date 2016-04-07.",https://www.iana.org/domains/root/db/winners.html
.wme,generic,"William Morris Endeavor Entertainment, LLC","Record last updated 2015-10-21.Registration date 2014-08-22.",https://www.iana.org/domains/root/db/wme.html
.wolterskluwer,generic,Wolters Kluwer N.V.,"Record last updated 2016-02-11.Registration date 2016-02-05.",https://www.iana.org/domains/root/db/wolterskluwer.html
.woodside,generic,Woodside Petroleum Limited,"Record last updated 2016-06-23.Registration date 2016-01-08.",https://www.iana.org/domains/root/db/woodside.html
.work,generic,Top Level Domain Holdings Limited,"Record last updated 2016-04-16.Registration date 2014-08-18.",https://www.iana.org/domains/root/db/work.html
.works,generic,"Little Dynamite, LLC","Record last updated 2015-06-29.Registration date 2014-01-16.",https://www.iana.org/domains/root/db/works.html
.world,generic,"Bitter Fields, LLC","Record last updated 2015-06-29.Registration date 2014-09-11.",https://www.iana.org/domains/root/db/world.html
.ws,country-code,Government of Samoa Ministry of Foreign Affairs & Trade,"Record last updated 2012-01-21.Registration date 1995-07-14.",https://www.iana.org/domains/root/db/ws.html
.wtc,generic,"World Trade Centers Association, Inc.","Record last updated 2014-05-02.Registration date 2014-04-17.",https://www.iana.org/domains/root/db/wtc.html
.wtf,generic,"Hidden Way, LLC","Record last updated 2015-06-29.Registration date 2014-04-17.",https://www.iana.org/domains/root/db/wtf.html
.xbox,generic,Microsoft Corporation,"Record last updated 2016-02-29.Registration date 2015-04-30.",https://www.iana.org/domains/root/db/xbox.html
.xerox,generic,Xerox DNHC LLC,"Record last updated 2016-02-22.Registration date 2015-04-02.",https://www.iana.org/domains/root/db/xerox.html
.xfinity,generic,"Comcast IP Holdings I, LLC","Record last updated 2016-07-13.Registration date 2016-06-16.",https://www.iana.org/domains/root/db/xfinity.html
.xihuan,generic,QIHOO 360 TECHNOLOGY CO. LTD.,"Record last updated 2016-03-30.Registration date 2016-03-18.",https://www.iana.org/domains/root/db/xihuan.html
.xin,generic,Elegant Leader Limited,"Record last updated 2016-03-16.Registration date 2015-02-19.",https://www.iana.org/domains/root/db/xin.html
.测试,test,Internet Assigned Numbers Authority,"Record last updated 2013-10-31.Registration date 2007-10-19.",https://www.iana.org/domains/root/db/xn--0zwm56d.html
.कॉम,generic,VeriSign Sarl,"Record last updated 2016-03-03.Registration date 2015-07-02.",https://www.iana.org/domains/root/db/xn--11b4c3d.html
.परीक्षा,test,Internet Assigned Numbers Authority,"Record last updated 2013-10-31.Registration date 2007-10-19.",https://www.iana.org/domains/root/db/xn--11b5bs3a9aj6g.html
.セール,generic,"Amazon Registry Services, Inc.","Record last updated 2016-02-19.Registration date 2016-01-29.",https://www.iana.org/domains/root/db/xn--1ck2e1b.html
.佛山,generic,"Guangzhou YU Wei Information Technology Co., Ltd.","Record last updated 2014-08-14.Registration date 2014-07-17.",https://www.iana.org/domains/root/db/xn--1qqw23a.html
.ಭಾರತ,country-code,Not assigned,"Record last updated 2016-06-30.Registration date 2016-04-18.",https://www.iana.org/domains/root/db/xn--2scrj9c.html
.慈善,generic,Excellent First Limited,"Record last updated 2016-03-25.Registration date 2015-03-12.",https://www.iana.org/domains/root/db/xn--30rr7y.html
.集团,generic,Eagle Horizon Limited,"Record last updated 2016-03-17.Registration date 2013-12-12.",https://www.iana.org/domains/root/db/xn--3bst00m.html
.在线,generic,TLD REGISTRY LIMITED,"Record last updated 2016-07-07.Registration date 2013-12-19.",https://www.iana.org/domains/root/db/xn--3ds443g.html
.한국,country-code,KISA (Korea Internet & Security Agency),"Record last updated 2014-01-13.Registration date 2011-02-05.",https://www.iana.org/domains/root/db/xn--3e0b707e.html
.ଭାରତ,country-code,Not assigned,"Record last updated 2016-07-01.Registration date 2016-04-18.",https://www.iana.org/domains/root/db/xn--3hcrj9c.html
.大众汽车,generic,"Volkswagen (China) Investment Co., Ltd.","Record last updated 2016-08-17.Registration date 2016-07-21.",https://www.iana.org/domains/root/db/xn--3oq18vl8pn36a.html
.点看,generic,VeriSign Sarl,"Record last updated 2016-03-03.Registration date 2015-07-02.",https://www.iana.org/domains/root/db/xn--3pxu8k.html
.คอม,generic,VeriSign Sarl,"Record last updated 2016-03-03.Registration date 2015-07-02.",https://www.iana.org/domains/root/db/xn--42c2d9a.html
.ভাৰত,country-code,Not assigned,"Record last updated 2016-07-01.Registration date 2016-04-18.",https://www.iana.org/domains/root/db/xn--45br5cyl.html
.ভারত,country-code,National Internet Exchange of India,"Record last updated 2016-08-13.Registration date 2011-02-05.",https://www.iana.org/domains/root/db/xn--45brj9c.html
.八卦,generic,Zodiac Scorpio Limited,"Record last updated 2014-11-25.Registration date 2014-11-06.",https://www.iana.org/domains/root/db/xn--45q11c.html
‏.موقع‎,generic,Suhub Electronic Establishment,"Record last updated 2014-05-28.Registration date 2014-05-15.",https://www.iana.org/domains/root/db/xn--4gbrim.html
.বাংলা,country-code,Not assigned,"Record last updated 2016-03-08.Registration date 2011-03-30.",https://www.iana.org/domains/root/db/xn--54b7fta0cc.html
.公益,generic,China Organizational Name Administration Center,"Record last updated 2013-12-17.Registration date 2013-12-12.",https://www.iana.org/domains/root/db/xn--55qw42g.html
.公司,generic,Computer Network Information Center of Chinese Academy of Sciences （China Internet Network Information Center）,"Record last updated 2014-01-20.Registration date 2014-01-09.",https://www.iana.org/domains/root/db/xn--55qx5d.html
.香格里拉,generic,Shangri‐La International Hotel Management Limited,"Record last updated 2016-07-02.Registration date 2016-06-24.",https://www.iana.org/domains/root/db/xn--5su34j936bgsg.html
.网站,generic,Global Website TLD Asia Limited,"Record last updated 2016-04-17.Registration date 2015-12-04.",https://www.iana.org/domains/root/db/xn--5tzm5g.html
.移动,generic,Afilias Limited,"Record last updated 2014-02-05.Registration date 2014-01-23.",https://www.iana.org/domains/root/db/xn--6frz82g.html
.我爱你,generic,Tycoon Treasure Limited,"Record last updated 2016-03-25.Registration date 2013-12-12.",https://www.iana.org/domains/root/db/xn--6qq986b3xl.html
