name,type,sponsoring_org,last_updated,registered,iana_url
.chrysler,generic,FCA US LLC.,2016-07-28,2016-07-07,https://www.iana.org/domains/root/db/chrysler.html
.church,generic,"Holly Fileds, LLC",2015-06-29,2014-05-08,https://www.iana.org/domains/root/db/church.html
.ci,country-code,INP-HB Institut National Polytechnique Felix Houphouet Boigny,2014-02-04,1995-02-14,https://www.iana.org/domains/root/db/ci.html
.cipriani,generic,Hotel Cipriani Srl,2015-10-09,2015-07-30,https://www.iana.org/domains/root/db/cipriani.html
.circle,generic,"Amazon Registry Services, Inc.",2016-06-14,2015-11-12,https://www.iana.org/domains/root/db/circle.html
.cisco,generic,"Cisco Technology, Inc.",2015-05-15,2015-04-16,https://www.iana.org/domains/root/db/cisco.html
.citadel,generic,Citadel Domain LLC,2016-07-23,2016-06-30,https://www.iana.org/domains/root/db/citadel.html
.citi,generic,Citigroup Inc.,2016-07-28,2016-07-21,https://www.iana.org/domains/root/db/citi.html
.citic,generic,CITIC Group Corporation,2014-04-29,2014-04-17,https://www.iana.org/domains/root/db/citic.html
.city,generic,"Snow Sky, LLC",2015-06-29,2014-07-03,https://www.iana.org/domains/root/db/city.html
.cityeats,generic,"Lifestyle Domain Holdings, Inc.",2016-02-22,2015-09-24,https://www.iana.org/domains/root/db/cityeats.html
.ck,country-code,Telecom Cook Islands Ltd.,2005-10-07,1995-08-08,https://www.iana.org/domains/root/db/ck.html
.cl,country-code,NIC Chile (University of Chile),2016-06-05,1995-01-27,https://www.iana.org/domains/root/db/cl.html
.claims,generic,"Black Corner, LLC",2015-06-29,2014-05-01,https://www.iana.org/domains/root/db/claims.html
.cleaning,generic,"Fox Shadow, LLC",2015-06-29,2014-01-30,https://www.iana.org/domains/root/db/cleaning.html
.click,generic,"Uniregistry, Corp.",2015-09-09,2014-08-15,https://www.iana.org/domains/root/db/click.html
.clinic,generic,"Goose Park, LLC",2015-06-29,2014-04-11,https://www.iana.org/domains/root/db/clinic.html
.clinique,generic,The Estée Lauder Companies Inc.,2015-12-28,2015-12-10,https://www.iana.org/domains/root/db/clinique.html
.clothing,generic,"Steel Lake, LLC",2015-06-29,2013-10-31,https://www.iana.org/domains/root/db/clothing.html
.cloud,generic,ARUBA PEC S.p.A.,2015-09-12,2015-06-18,https://www.iana.org/domains/root/db/cloud.html
.club,generic,".CLUB DOMAINS, LLC",2014-04-08,2014-01-09,https://www.iana.org/domains/root/db/club.html
.clubmed,generic,Club Méditerranée S.A.,2016-02-19,2015-09-24,https://www.iana.org/domains/root/db/clubmed.html
.cm,country-code,Cameroon Telecommunications (CAMTEL),2012-07-12,1995-04-29,https://www.iana.org/domains/root/db/cm.html
.cn,country-code,China Internet Network Information Center (CNNIC),2015-06-19,1990-11-28,https://www.iana.org/domains/root/db/cn.html
.co,country-code,.CO Internet S.A.S.,2016-03-17,1991-12-24,https://www.iana.org/domains/root/db/co.html
.coach,generic,"Koko Island, LLC",2015-06-29,2014-11-20,https://www.iana.org/domains/root/db/coach.html
.codes,generic,"Puff Willow, LLC",2015-06-29,2013-12-19,https://www.iana.org/domains/root/db/codes.html
.coffee,generic,"Trixy Cover, LLC",2015-06-29,2013-12-19,https://www.iana.org/domains/root/db/coffee.html
.college,generic,XYZ.COM LLC,2015-10-10,2014-03-13,https://www.iana.org/domains/root/db/college.html
.cologne,generic,NetCologne Gesellschaft für Telekommunikation mbH,2014-03-19,2014-03-13,https://www.iana.org/domains/root/db/cologne.html
.com,generic,VeriSign Global Registry Services,2015-05-29,1985-01-01,https://www.iana.org/domains/root/db/com.html
.comcast,generic,"Comcast IP Holdings I, LLC",2016-07-13,2016-06-16,https://www.iana.org/domains/root/db/comcast.html
.commbank,generic,COMMONWEALTH BANK OF AUSTRALIA,2015-06-22,2015-03-26,https://www.iana.org/domains/root/db/commbank.html
.community,generic,"Fox Orchard, LLC",2015-06-29,2014-01-23,https://www.iana.org/domains/root/db/community.html
.company,generic,"Silver Avenue, LLC",2015-06-29,2013-12-12,https://www.iana.org/domains/root/db/company.html
.compare,generic,iSelect Ltd,2016-01-15,2015-12-23,https://www.iana.org/domains/root/db/compare.html
.computer,generic,"Pine Mill, LLC",2015-06-29,2013-12-12,https://www.iana.org/domains/root/db/computer.html
.comsec,generic,"VeriSign, Inc.",2016-03-02,2015-10-08,https://www.iana.org/domains/root/db/comsec.html
.condos,generic,"Pine House, LLC",2015-06-29,2014-02-06,https://www.iana.org/domains/root/db/condos.html
.construction,generic,"Fox Dynamite, LLC",2015-06-29,2013-11-08,https://www.iana.org/domains/root/db/construction.html
.consulting,generic,"United TLD Holdco, LTD.",2015-09-23,2014-01-30,https://www.iana.org/domains/root/db/consulting.html
.contact,generic,"Top Level Spectrum, Inc.",2016-01-08,2015-12-10,https://www.iana.org/domains/root/db/contact.html
.contractors,generic,"Magic Woods, LLC",2015-06-29,2013-11-08,https://www.iana.org/domains/root/db/contractors.html
.cooking,generic,Top Level Domain Holdings Limited,2016-04-16,2014-02-28,https://www.iana.org/domains/root/db/cooking.html
.cookingchannel,generic,"Lifestyle Domain Holdings, Inc.",2016-06-23,2016-05-05,https://www.iana.org/domains/root/db/cookingchannel.html
.cool,generic,"Koko Lake, LLC",2015-06-29,2014-01-16,https://www.iana.org/domains/root/db/cool.html
.coop,sponsored,DotCooperation LLC,2016-02-19,2001-12-15,https://www.iana.org/domains/root/db/coop.html
.corsica,generic,Collectivité Territoriale de Corse,2015-05-16,2015-04-23,https://www.iana.org/domains/root/db/corsica.html
.country,generic,Top Level Domain Holdings Limited,2016-04-16,2014-02-28,https://www.iana.org/domains/root/db/country.html
.coupon,generic,"Amazon Registry Services, Inc.",2016-06-14,2016-01-29,https://www.iana.org/domains/root/db/coupon.html
.coupons,generic,"Black Island, LLC",2015-06-29,2015-05-08,https://www.iana.org/domains/root/db/coupons.html
.courses,generic,OPEN UNIVERSITIES AUSTRALIA PTY LTD,2015-10-23,2015-02-19,https://www.iana.org/domains/root/db/courses.html
.cr,country-code,"National Academy of Sciences
Academia Nacional de Ciencias",2016-03-02,1990-09-10,https://www.iana.org/domains/root/db/cr.html
.credit,generic,"Snow Shadow, LLC",2015-06-29,2014-04-24,https://www.iana.org/domains/root/db/credit.html
.creditcard,generic,"Binky Frostbite, LLC",2015-06-29,2014-04-24,https://www.iana.org/domains/root/db/creditcard.html
.creditunion,generic,"CUNA Performance Resources, LLC",2015-11-10,2015-10-15,https://www.iana.org/domains/root/db/creditunion.html
.cricket,generic,dot Cricket Limited,2015-07-02,2014-11-13,https://www.iana.org/domains/root/db/cricket.html
.crown,generic,Crown Equipment Corporation,2016-02-24,2015-06-04,https://www.iana.org/domains/root/db/crown.html
.crs,generic,Federated Co-operatives Limited,2016-03-02,2014-08-28,https://www.iana.org/domains/root/db/crs.html
.cruises,generic,"Spring Way, LLC",2015-06-29,2014-01-30,https://www.iana.org/domains/root/db/cruises.html
.csc,generic,"Alliance-One Services, Inc.",2016-03-09,2015-08-06,https://www.iana.org/domains/root/db/csc.html
.cu,country-code,"CENIAInternet
Industria y San Jose
Capitolio Nacional",2011-10-10,1992-06-03,https://www.iana.org/domains/root/db/cu.html
.cuisinella,generic,SALM S.A.S.,2015-10-14,2014-06-19,https://www.iana.org/domains/root/db/cuisinella.html
.cv,country-code,Agência Nacional das Comunicações (ANAC),2014-06-23,1996-10-21,https://www.iana.org/domains/root/db/cv.html
.cw,country-code,University of Curacao,2014-10-20,2010-12-20,https://www.iana.org/domains/root/db/cw.html
.cx,country-code,Christmas Island Domain Administration Limited,2016-04-26,1997-04-24,https://www.iana.org/domains/root/db/cx.html
.cy,country-code,University of Cyprus,2011-11-12,1994-07-26,https://www.iana.org/domains/root/db/cy.html
.cymru,generic,Nominet UK,2015-08-21,2014-07-31,https://www.iana.org/domains/root/db/cymru.html
.cyou,generic,"Beijing Gamease Age Digital Technology Co., Ltd.",2015-04-03,2015-03-19,https://www.iana.org/domains/root/db/cyou.html
.cz,country-code,"CZ.NIC, z.s.p.o",2016-03-22,1993-01-13,https://www.iana.org/domains/root/db/cz.html
.dabur,generic,Dabur India Limited,2015-01-25,2015-01-15,https://www.iana.org/domains/root/db/dabur.html
.dad,generic,Charleston Road Registry Inc.,2016-08-03,2014-06-12,https://www.iana.org/domains/root/db/dad.html
.dance,generic,United TLD Holdco Ltd.,2015-06-11,2014-01-09,https://www.iana.org/domains/root/db/dance.html
.date,generic,dot Date Limited,2015-07-02,2015-02-05,https://www.iana.org/domains/root/db/date.html
.dating,generic,"Pine Fest, LLC",2015-06-29,2014-01-23,https://www.iana.org/domains/root/db/dating.html
.datsun,generic,"NISSAN MOTOR CO., LTD.",2016-04-18,2014-07-10,https://www.iana.org/domains/root/db/datsun.html
.day,generic,Charleston Road Registry Inc.,2016-08-03,2014-06-12,https://www.iana.org/domains/root/db/day.html
.dclk,generic,Charleston Road Registry Inc.,2016-08-03,2015-01-08,https://www.iana.org/domains/root/db/dclk.html
.dds,generic,Minds + Machines Group Limited,2016-08-08,2016-01-08,https://www.iana.org/domains/root/db/dds.html
.de,country-code,DENIC eG,2016-08-08,1986-11-05,https://www.iana.org/domains/root/db/de.html
.deal,generic,"Amazon Registry Services, Inc.",2016-06-14,2016-05-19,https://www.iana.org/domains/root/db/deal.html
.dealer,generic,"Dealer Dot Com, Inc.",2015-12-24,2015-11-25,https://www.iana.org/domains/root/db/dealer.html
.deals,generic,"Sand Sunset, LLC",2015-06-29,2014-07-03,https://www.iana.org/domains/root/db/deals.html
.degree,generic,"United TLD Holdco, Ltd",2015-06-11,2014-05-22,https://www.iana.org/domains/root/db/degree.html
.delivery,generic,"Steel Station, LLC",2015-06-29,2014-10-16,https://www.iana.org/domains/root/db/delivery.html
.dell,generic,Dell Inc.,2016-06-15,2015-04-30,https://www.iana.org/domains/root/db/dell.html
.deloitte,generic,Deloitte Touche Tohmatsu,2016-01-29,2015-12-23,https://www.iana.org/domains/root/db/deloitte.html
.delta,generic,"Delta Air Lines, Inc.",2015-07-14,2015-06-25,https://www.iana.org/domains/root/db/delta.html
.democrat,generic,United TLD Holdco Ltd.,2015-06-11,2014-01-09,https://www.iana.org/domains/root/db/democrat.html
.dental,generic,"Tin Birch, LLC",2015-06-29,2014-04-17,https://www.iana.org/domains/root/db/dental.html
.dentist,generic,"United TLD Holdco, Ltd",2015-06-11,2014-05-22,https://www.iana.org/domains/root/db/dentist.html
.desi,generic,Desi Networks LLC,2016-01-29,2014-03-06,https://www.iana.org/domains/root/db/desi.html
.design,generic,"Top Level Design, LLC",2015-10-14,2014-12-18,https://www.iana.org/domains/root/db/design.html
.dev,generic,Charleston Road Registry Inc.,2016-08-03,2014-11-20,https://www.iana.org/domains/root/db/dev.html
.dhl,generic,Deutsche Post AG,2016-06-02,2016-05-26,https://www.iana.org/domains/root/db/dhl.html
.diamonds,generic,"John Edge, LLC",2015-06-29,2013-11-13,https://www.iana.org/domains/root/db/diamonds.html
.diet,generic,"Uniregistry, Corp.",2015-09-09,2014-08-15,https://www.iana.org/domains/root/db/diet.html
.digital,generic,"Dash Park, LLC",2015-06-29,2014-04-17,https://www.iana.org/domains/root/db/digital.html
.direct,generic,"Half Trail, LLC",2015-06-29,2014-05-22,https://www.iana.org/domains/root/db/direct.html
.directory,generic,"Extra Madison, LLC",2015-06-29,2013-11-13,https://www.iana.org/domains/root/db/directory.html
.discount,generic,"Holly Hill, LLC",2015-06-29,2014-04-17,https://www.iana.org/domains/root/db/discount.html
.discover,generic,Discover Financial Services,2016-07-28,2016-07-14,https://www.iana.org/domains/root/db/discover.html
.dish,generic,Dish DBS Corporation,2016-08-10,2016-08-04,https://www.iana.org/domains/root/db/dish.html
.dj,country-code,Djibouti Telecom S.A,2010-03-08,1996-05-22,https://www.iana.org/domains/root/db/dj.html
.dk,country-code,Dansk Internet Forum,2016-07-01,1987-07-14,https://www.iana.org/domains/root/db/dk.html
.dm,country-code,DotDM Corporation,2015-06-26,1991-09-03,https://www.iana.org/domains/root/db/dm.html
.dnp,generic,"Dai Nippon Printing Co., Ltd.",2016-02-17,2014-02-27,https://www.iana.org/domains/root/db/dnp.html
.do,country-code,"Pontificia Universidad Catolica Madre y Maestra
Recinto Santo Tomas de Aquino",2015-12-14,1991-08-25,https://www.iana.org/domains/root/db/do.html
.docs,generic,Charleston Road Registry Inc.,2016-08-03,2014-11-20,https://www.iana.org/domains/root/db/docs.html
.doctor,generic,"Brice Trail, LLC",2016-07-21,2016-07-14,https://www.iana.org/domains/root/db/doctor.html
.dodge,generic,FCA US LLC.,2016-08-04,2016-07-07,https://www.iana.org/domains/root/db/dodge.html
.dog,generic,"Koko Mill, LLC",2015-06-24,2015-04-16,https://www.iana.org/domains/root/db/dog.html
.doha,generic,Communications Regulatory Authority (CRA),2015-03-25,2015-02-27,https://www.iana.org/domains/root/db/doha.html
.domains,generic,"Sugar Cross, LLC",2015-06-29,2013-12-12,https://www.iana.org/domains/root/db/domains.html
.doosan,generic,Retired,2016-02-24,2014-10-30,https://www.iana.org/domains/root/db/doosan.html
.dot,generic,Dish DBS Corporation,2016-05-18,2016-04-21,https://www.iana.org/domains/root/db/dot.html
.download,generic,dot Support Limited,2015-07-02,2015-02-05,https://www.iana.org/domains/root/db/download.html
.drive,generic,Charleston Road Registry Inc.,2016-08-03,2015-06-04,https://www.iana.org/domains/root/db/drive.html
.dtv,generic,Dish DBS Corporation,2016-05-27,2016-05-19,https://www.iana.org/domains/root/db/dtv.html
.dubai,generic,Dubai Smart Government Department,2016-01-07,2015-12-17,https://www.iana.org/domains/root/db/dubai.html
.duck,generic,"Johnson Shareholdings, Inc.",2016-07-21,2016-07-14,https://www.iana.org/domains/root/db/duck.html
.dunlop,generic,The Goodyear Tire & Rubber Company,2016-06-10,2015-12-17,https://www.iana.org/domains/root/db/dunlop.html
.duns,generic,The Dun & Bradstreet Corporation,2016-07-23,2016-07-14,https://www.iana.org/domains/root/db/duns.html
.dupont,generic,E. I. du Pont de Nemours and Company,2016-06-10,2016-05-05,https://www.iana.org/domains/root/db/dupont.html
.durban,generic,ZA Central Registry NPC trading as ZA Central Registry,2014-06-19,2014-06-05,https://www.iana.org/domains/root/db/durban.html
.dvag,generic,Deutsche Vermögensberatung Aktiengesellschaft DVAG,2016-01-27,2014-09-18,https://www.iana.org/domains/root/db/dvag.html
.dz,country-code,CERIST,2015-12-29,1994-01-03,https://www.iana.org/domains/root/db/dz.html
.earth,generic,"Interlink Co., Ltd.",2015-05-15,2015-04-16,https://www.iana.org/domains/root/db/earth.html
.eat,generic,Charleston Road Registry Inc.,2016-08-03,2014-06-12,https://www.iana.org/domains/root/db/eat.html
.ec,country-code,NIC.EC (NICEC) S.A.,2015-11-17,1991-02-01,https://www.iana.org/domains/root/db/ec.html
.edeka,generic,EDEKA Verband kaufmännischer Genossenschaften e.V.,2016-01-21,2016-01-08,https://www.iana.org/domains/root/db/edeka.html
.edu,sponsored,EDUCAUSE,2014-06-18,1985-01-01,https://www.iana.org/domains/root/db/edu.html
.education,generic,"Brice Way, LLC",2015-06-29,2013-12-19,https://www.iana.org/domains/root/db/education.html
.ee,country-code,Eesti Interneti Sihtasutus (EIS),2015-03-27,1992-06-03,https://www.iana.org/domains/root/db/ee.html
.eg,country-code,"Egyptian Universities Network (EUN)
Supreme Council of Universities",2011-05-20,1990-11-30,https://www.iana.org/domains/root/db/eg.html
.eh,country-code,Not assigned,1999-09-27,,https://www.iana.org/domains/root/db/eh.html
.email,generic,"Spring Madison, LLC",2015-06-29,2013-12-19,https://www.iana.org/domains/root/db/email.html
.emerck,generic,Merck KGaA,2014-10-31,2014-09-11,https://www.iana.org/domains/root/db/emerck.html
.energy,generic,"Binky Birch, LLC",2015-06-29,2014-10-16,https://www.iana.org/domains/root/db/energy.html
.engineer,generic,United TLD Holdco Ltd.,2015-06-11,2014-05-29,https://www.iana.org/domains/root/db/engineer.html
.engineering,generic,Romeo Canyon,2015-06-29,2014-04-03,https://www.iana.org/domains/root/db/engineering.html
.enterprises,generic,"Snow Oaks, LLC",2015-06-29,2013-11-13,https://www.iana.org/domains/root/db/enterprises.html
.epost,generic,Deutsche Post AG,2016-06-07,2016-05-26,https://www.iana.org/domains/root/db/epost.html
.epson,generic,Seiko Epson Corporation,2016-05-06,2015-02-19,https://www.iana.org/domains/root/db/epson.html
.equipment,generic,"Corn Station, LLC",2015-06-29,2013-10-31,https://www.iana.org/domains/root/db/equipment.html
.er,country-code,Eritrea Telecommunication Services Corporation (EriTel),2012-07-18,1996-09-24,https://www.iana.org/domains/root/db/er.html
.ericsson,generic,Telefonaktiebolaget L M Ericsson,2016-06-10,2016-04-14,https://www.iana.org/domains/root/db/ericsson.html
.erni,generic,ERNI Group Holding AG,2015-03-12,2015-02-05,https://www.iana.org/domains/root/db/erni.html
.es,country-code,Red.es,2016-04-23,1988-04-14,https://www.iana.org/domains/root/db/es.html
.esq,generic,Charleston Road Registry Inc.,2016-08-03,2014-08-23,https://www.iana.org/domains/root/db/esq.html
.estate,generic,"Trixy Park, LLC",2015-06-30,2013-11-08,https://www.iana.org/domains/root/db/estate.html
.esurance,generic,Esurance Insurance Company,2016-07-23,2016-06-24,https://www.iana.org/domains/root/db/esurance.html
.et,country-code,Ethio telecom,2012-01-05,1995-10-15,https://www.iana.org/domains/root/db/et.html
.eu,country-code,EURid vzw/asbl,2015-06-05,2005-04-28,https://www.iana.org/domains/root/db/eu.html
.eurovision,generic,European Broadcasting Union (EBU),2014-12-08,2014-08-28,https://www.iana.org/domains/root/db/eurovision.html
.eus,generic,Puntueus Fundazioa,2015-03-31,2014-03-06,https://www.iana.org/domains/root/db/eus.html
.events,generic,"Pioneer Maple, LLC",2015-06-29,2014-01-30,https://www.iana.org/domains/root/db/events.html
.everbank,generic,EverBank,2014-12-01,2014-07-31,https://www.iana.org/domains/root/db/everbank.html
.exchange,generic,"Spring Falls, LLC",2015-06-29,2014-04-17,https://www.iana.org/domains/root/db/exchange.html
.expert,generic,"Magic Pass, LLC",2015-06-29,2014-01-16,https://www.iana.org/domains/root/db/expert.html
.exposed,generic,"Victor Beach, LLC",2015-06-29,2014-01-30,https://www.iana.org/domains/root/db/exposed.html
.express,generic,"Sea Sunset, LLC",2015-06-29,2015-03-12,https://www.iana.org/domains/root/db/express.html
.extraspace,generic,Extra Space Storage LLC,2016-03-25,2016-02-26,https://www.iana.org/domains/root/db/extraspace.html
.fage,generic,Fage International S.A.,2015-08-10,2015-06-25,https://www.iana.org/domains/root/db/fage.html
.fail,generic,"Atomic Pipe, LLC",2015-06-29,2014-04-17,https://www.iana.org/domains/root/db/fail.html
.fairwinds,generic,"FairWinds Partners, LLC",2016-02-22,2015-10-29,https://www.iana.org/domains/root/db/fairwinds.html
.faith,generic,dot Faith Limited,2015-07-02,2015-02-05,https://www.iana.org/domains/root/db/faith.html
.family,generic,United TLD Holdco Ltd.,2015-08-11,2015-08-06,https://www.iana.org/domains/root/db/family.html
.fan,generic,Asiamix Digital Ltd,2015-10-10,2015-02-28,https://www.iana.org/domains/root/db/fan.html
.fans,generic,Asiamix Digital Limited,2015-10-10,2015-02-05,https://www.iana.org/domains/root/db/fans.html
.farm,generic,"Just Maple, LLC",2015-06-29,2013-12-19,https://www.iana.org/domains/root/db/farm.html
.farmers,generic,Farmers Insurance Exchange,2016-06-26,2016-04-21,https://www.iana.org/domains/root/db/farmers.html
.fashion,generic,Top Level Domain Holdings Limited,2014-12-08,2014-10-23,https://www.iana.org/domains/root/db/fashion.html
.fast,generic,"Amazon Registry Services, Inc.",2016-06-14,2015-11-12,https://www.iana.org/domains/root/db/fast.html
.fedex,generic,Federal Express Corporation,2016-06-26,2016-06-09,https://www.iana.org/domains/root/db/fedex.html
.feedback,generic,"Top Level Spectrum, Inc.",2015-10-14,2014-03-06,https://www.iana.org/domains/root/db/feedback.html
.ferrari,generic,Fiat Chrysler Automobiles N.V.,2016-08-02,2016-07-14,https://www.iana.org/domains/root/db/ferrari.html
.ferrero,generic,Ferrero Trading Lux S.A.,2015-11-07,2015-09-10,https://www.iana.org/domains/root/db/ferrero.html
.fi,country-code,Finnish Communications Regulatory Authority,2016-05-26,1986-12-17,https://www.iana.org/domains/root/db/fi.html
.fiat,generic,Fiat Chrysler Automobiles N.V.,2016-08-02,2016-07-14,https://www.iana.org/domains/root/db/fiat.html
.fidelity,generic,Fidelity Brokerage Services LLC,2016-08-04,2016-07-28,https://www.iana.org/domains/root/db/fidelity.html
.film,generic,Motion Picture Domain Registry Pty Ltd,2015-08-13,2015-02-27,https://www.iana.org/domains/root/db/film.html
.final,generic,Núcleo de Informação e Coordenação do Ponto BR - NIC.br,2016-01-29,2015-05-29,https://www.iana.org/domains/root/db/final.html
.finance,generic,"Cotton Cypress, LLC",2015-06-29,2014-04-24,https://www.iana.org/domains/root/db/finance.html
.financial,generic,"Just Cover, LLC",2015-06-29,2014-04-17,https://www.iana.org/domains/root/db/financial.html
.fire,generic,"Amazon Registry Services, Inc.",2016-06-14,2016-05-19,https://www.iana.org/domains/root/db/fire.html
.firestone,generic,"Bridgestone Licensing Services, Inc.",2016-04-13,2015-10-29,https://www.iana.org/domains/root/db/firestone.html
.firmdale,generic,Firmdale Holdings Limited,2014-11-20,2014-09-04,https://www.iana.org/domains/root/db/firmdale.html
.fish,generic,"Fox Woods, LLC",2015-06-29,2014-02-13,https://www.iana.org/domains/root/db/fish.html
.fishing,generic,Top Level Domain Holdings Limited,2016-04-16,2014-02-28,https://www.iana.org/domains/root/db/fishing.html
.fit,generic,Minds + Machines Group Limited,2015-01-09,2014-12-18,https://www.iana.org/domains/root/db/fit.html
.fitness,generic,"Brice Orchard, LLC",2015-06-29,2014-04-11,https://www.iana.org/domains/root/db/fitness.html
.fj,country-code,"The University of the South Pacific
IT Services",2009-05-26,1992-06-03,https://www.iana.org/domains/root/db/fj.html
.fk,country-code,Falkland Islands Government,2014-09-10,1997-03-26,https://www.iana.org/domains/root/db/fk.html
.flickr,generic,Yahoo! Domain Services Inc.,2016-03-25,2016-01-29,https://www.iana.org/domains/root/db/flickr.html
.flights,generic,"Fox Station, LLC",2015-06-29,2014-01-30,https://www.iana.org/domains/root/db/flights.html
.flir,generic,"FLIR Systems, Inc.",2016-05-10,2016-03-03,https://www.iana.org/domains/root/db/flir.html
.florist,generic,"Half Cypress, LLC",2015-06-29,2013-12-19,https://www.iana.org/domains/root/db/florist.html
.flowers,generic,"Uniregistry, Corp.",2015-09-09,2014-12-18,https://www.iana.org/domains/root/db/flowers.html
.flsmidth,generic,Retired,2016-07-29,2014-09-25,https://www.iana.org/domains/root/db/flsmidth.html
.fly,generic,Charleston Road Registry Inc.,2016-08-03,2014-08-23,https://www.iana.org/domains/root/db/fly.html
.fm,country-code,FSM Telecommunications Corporation,2013-05-16,1995-04-19,https://www.iana.org/domains/root/db/fm.html
.fo,country-code,FO Council,2013-04-17,1993-05-14,https://www.iana.org/domains/root/db/fo.html
.foo,generic,Charleston Road Registry Inc.,2016-08-03,2014-03-20,https://www.iana.org/domains/root/db/foo.html
.foodnetwork,generic,"Lifestyle Domain Holdings, Inc.",2016-06-24,2016-05-05,https://www.iana.org/domains/root/db/foodnetwork.html
.football,generic,"Foggy Farms, LLC",2015-06-29,2015-02-13,https://www.iana.org/domains/root/db/football.html
.ford,generic,Ford Motor Company,2015-12-18,2015-12-10,https://www.iana.org/domains/root/db/ford.html
.forex,generic,DOTFOREX REGISTRY LTD,2016-02-24,2015-03-06,https://www.iana.org/domains/root/db/forex.html
.forsale,generic,"United TLD Holdco, LLC",2015-06-11,2014-09-24,https://www.iana.org/domains/root/db/forsale.html
.forum,generic,"Fegistry, LLC",2015-10-14,2015-06-11,https://www.iana.org/domains/root/db/forum.html
.foundation,generic,"John Dale, LLC",2015-06-29,2014-02-06,https://www.iana.org/domains/root/db/foundation.html
.fox,generic,"FOX Registry, LLC",2015-12-24,2015-11-20,https://www.iana.org/domains/root/db/fox.html
.fr,country-code,Association Française pour le Nommage Internet en Coopération (A.F.N.I.C.),2016-01-25,1986-09-02,https://www.iana.org/domains/root/db/fr.html
.fresenius,generic,Fresenius Immobilien-Verwaltungs-GmbH,2016-01-29,2015-12-17,https://www.iana.org/domains/root/db/fresenius.html
.frl,generic,FRLregistry B.V.,2015-01-29,2014-08-22,https://www.iana.org/domains/root/db/frl.html
.frogans,generic,OP3FT,2016-04-06,2014-04-03,https://www.iana.org/domains/root/db/frogans.html
.frontdoor,generic,"Lifestyle Domain Holdings, Inc.",2016-06-24,2016-05-05,https://www.iana.org/domains/root/db/frontdoor.html
.frontier,generic,Frontier Communications Corporation,2016-02-06,2016-01-29,https://www.iana.org/domains/root/db/frontier.html
.ftr,generic,Frontier Communications Corporation,2016-04-17,2016-01-29,https://www.iana.org/domains/root/db/ftr.html
.fujitsu,generic,Fujitsu Limited,2016-07-07,2016-06-30,https://www.iana.org/domains/root/db/fujitsu.html
.fujixerox,generic,Xerox DNHC LLC,2016-07-16,2016-07-07,https://www.iana.org/domains/root/db/fujixerox.html
.fund,generic,"John Castle, LLC",2015-06-29,2014-04-17,https://www.iana.org/domains/root/db/fund.html
.furniture,generic,"Lone Fields, LLC",2015-06-29,2014-04-17,https://www.iana.org/domains/root/db/furniture.html
.futbol,generic,"United TLD Holdco, Ltd.",2015-06-11,2014-02-06,https://www.iana.org/domains/root/db/futbol.html
.fyi,generic,"Silver Tigers, LLC",2015-06-24,2015-05-14,https://www.iana.org/domains/root/db/fyi.html
.ga,country-code,Agence Nationale des Infrastructures Numériques et des Fréquences (ANINF),2014-07-11,1994-12-12,https://www.iana.org/domains/root/db/ga.html
.gal,generic,Asociación puntoGAL,2015-03-31,2014-03-13,https://www.iana.org/domains/root/db/gal.html
.gallery,generic,"Sugar House, LLC",2015-06-29,2013-11-08,https://www.iana.org/domains/root/db/gallery.html
.gallo,generic,"Gallo Vineyards, Inc.",2016-03-22,2015-10-24,https://www.iana.org/domains/root/db/gallo.html
.gallup,generic,"Gallup, Inc.",2016-02-11,2015-10-15,https://www.iana.org/domains/root/db/gallup.html
.game,generic,"Uniregistry, Corp.",2015-09-09,2015-07-02,https://www.iana.org/domains/root/db/game.html
.games,generic,United TLD Holdco Ltd.,2016-06-02,2016-05-24,https://www.iana.org/domains/root/db/games.html
.gap,generic,"The Gap, Inc.",2016-08-04,2016-07-14,https://www.iana.org/domains/root/db/gap.html
.garden,generic,Top Level Domain Holdings Limited,2014-12-15,2014-10-23,https://www.iana.org/domains/root/db/garden.html
.gb,country-code,Reserved Domain - IANA,2009-07-22,1985-07-24,https://www.iana.org/domains/root/db/gb.html
.gbiz,generic,Charleston Road Registry Inc.,2016-08-03,2014-08-23,https://www.iana.org/domains/root/db/gbiz.html
.gd,country-code,The National Telecommunications Regulatory Commission (NTRC),2016-06-08,1992-06-03,https://www.iana.org/domains/root/db/gd.html
.gdn,generic,"Joint Stock Company ""Navigation-information systems""",2016-08-05,2014-12-04,https://www.iana.org/domains/root/db/gdn.html
.ge,country-code,Caucasus Online,2012-06-12,1992-12-02,https://www.iana.org/domains/root/db/ge.html
.gea,generic,GEA Group Aktiengesellschaft,2015-08-28,2015-07-09,https://www.iana.org/domains/root/db/gea.html
.gent,generic,Combell nv,2015-10-22,2014-07-03,https://www.iana.org/domains/root/db/gent.html
.genting,generic,Resorts World Inc. Pte. Ltd.,2016-02-19,2015-06-11,https://www.iana.org/domains/root/db/genting.html
.george,generic,"Wal-Mart Stores, Inc.",2016-08-18,2016-07-21,https://www.iana.org/domains/root/db/george.html
.gf,country-code,Net Plus,2011-07-14,1996-07-25,https://www.iana.org/domains/root/db/gf.html
.gg,country-code,Island Networks Ltd.,2016-03-08,1996-08-07,https://www.iana.org/domains/root/db/gg.html
